,SITE_ID,COUNTRY,LATITUDE,LONGITUDE,POINT_INFO,FARM_TYPE,COAST_DIST,POSITION_COASTLINE,STATUS,PRODUCTION_METHOD,PRODUCTS_DETAIL,PRODUCTION_STAGE,PURPOSE,OWNER_NAME
131,EL_0207,Greece,39.67986111100004,20.045138889000043,Original,n.a.,340.8429,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
132,EL_0208,Greece,38.608333333000076,20.874444444000062,Original,n.a.,238.0716,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
133,EL_0209,Greece,38.68916666700005,23.416666667000072,Original,n.a.,226.7163,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
134,EL_0210,Greece,38.48300833300004,21.031347222000022,Original,n.a.,154.1998,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
135,EL_0212,Greece,38.42166666700007,21.08027777800004,Original,n.a.,227.028,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
136,EL_0213,Greece,38.36666666700006,21.038888889000077,Original,n.a.,524.3148,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
137,EL_0219,Greece,38.75555555600005,20.77527777800003,Original,n.a.,57.2566,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
138,EL_0220,Greece,38.480080556000075,21.045825000000036,Original,n.a.,179.9568,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
139,EL_0221,Greece,38.36555555600006,22.108611111000073,Original,n.a.,294.7938,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
140,EL_0222,Greece,38.48771666700003,21.02372222200006,Original,n.a.,89.1778,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
141,EL_0223,Greece,39.006944444000055,23.137500000000045,Original,n.a.,77.7062,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,NIREUS AQUACULTURES S.A.
142,EL_0224,Greece,38.47166111100006,21.053313889000037,Original,n.a.,364.1006,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
143,EL_0225,Greece,38.46136666700005,21.067130556000052,Original,n.a.,339.4772,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
144,EL_0226,Greece,38.42323333300004,21.074486111000056,Original,n.a.,530.624,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
145,EL_0228,Greece,38.91805555600007,22.91805555600007,Original,n.a.,76.7485,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
146,EL_0229,Greece,38.38559444400005,21.91210555600003,Original,n.a.,99.5777,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,NIREUS AQUACULTURES S.A.
147,EL_0230,Greece,38.56638888900005,23.60666666700007,Original,n.a.,368.9383,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,NIREUS AQUACULTURES S.A.
148,EL_0232,Greece,38.90055555600003,22.95277777800004,Original,n.a.,263.866,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,OCEANIS S.A.
149,EL_0233,Greece,37.79722222200007,23.17722222200007,Original,n.a.,87.882,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,ODYSSEUS FISH FARM S.A.
150,EL_0235,Greece,39.11888888900006,22.958750000000066,Original,n.a.,153.4456,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PAGASITIKOS FISHFARMS S.A.
151,EL_0246,Greece,37.965833333000035,23.045555556000068,Original,n.a.,4813.1288,Within the coastline,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PETALA BROS S.A.
152,EL_0250,Greece,38.613888889000066,21.016333333000034,Original,n.a.,21.4743,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,PLAGTON S.A.
153,EL_0251,Greece,38.61583333300007,21.011666667000043,Original,n.a.,162.5813,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PLAGTON S.A.
154,EL_0252,Greece,37.46888888900003,23.016666667000038,Original,n.a.,137.495,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PLATEIA FISH FARMING S.A.
155,EL_0253,Greece,39.676388889000066,20.06222222200006,Original,n.a.,208.4165,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,POSEIDONIA LTD
156,EL_0254,Greece,38.56527777800005,23.317500000000052,Original,n.a.,149.8546,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PROMITHEAS AQUACULTURES LTD
157,EL_0256,Greece,38.96444444400004,20.790555556000072,Original,n.a.,389.8571,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,RODAS AQUACULTURE S.A.
158,EL_0257,Greece,39.66388888900008,20.091944444000035,Original,n.a.,144.3314,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SAGIADA FISH S.A.
159,EL_0258,Greece,38.292566667000074,21.103125000000034,Original,n.a.,232.9712,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SAO AQUACULTURE S.A.
160,EL_0259,Greece,38.40472222200003,21.089444444000037,Original,n.a.,168.386,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SAO AQUACULTURE S.A.
161,EL_0260,Greece,38.33027777800004,21.13250000000005,Original,n.a.,267.9604,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SAO AQUACULTURE S.A.
162,EL_0261,Greece,38.33027777800004,21.13250000000005,Original,n.a.,267.9604,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SAO AQUACULTURE S.A.
163,EL_0262,Greece,38.30146388900005,21.101455556000076,Original,n.a.,25.0341,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SAO AQUACULTURE S.A.
164,EL_0263,Greece,37.95513888900007,23.423333333000073,Original,n.a.,88.8861,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SARONIKOS AQUACULTURE S.A.
165,EL_0264,Greece,37.71972222200003,23.152500000000032,Original,n.a.,149.2934,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SARONIKOS LTD
166,EL_0265,Greece,37.47500000000008,23.045000000000073,Original,n.a.,210.9294,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
167,EL_0266,Greece,37.71666666700003,23.167222222000078,Original,n.a.,174.4579,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
168,EL_0267,Greece,37.462500000000034,23.047777778000068,Original,n.a.,152.3187,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
169,EL_0268,Greece,37.45416666700004,23.050277778000066,Original,n.a.,183.9196,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
170,EL_0269,Greece,38.84500000000003,22.712500000000034,Original,n.a.,1232.0585,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
171,EL_0270,Greece,37.53333333300003,23.45833333300004,Original,n.a.,326.7623,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
172,EL_0271,Greece,37.49027777800006,22.936944444000062,Original,n.a.,140.7466,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
173,EL_0272,Greece,37.44972222200005,23.066388889000052,Original,n.a.,197.0304,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
174,EL_0274,Greece,38.192222222000055,22.914444444000026,Original,n.a.,105.918,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
175,EL_0275,Greece,38.18583333300006,22.910277778000022,Original,n.a.,299.2077,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
176,EL_0276,Greece,37.731111111000075,23.12222222200006,Original,n.a.,165.7843,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
177,EL_0277,Greece,38.18694444400006,22.953055556000038,Original,n.a.,119.166,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
178,EL_0282,Greece,37.858333333000076,23.147500000000036,Original,n.a.,99.1276,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
179,EL_0285,Greece,38.890833333000046,22.821944444000053,Original,n.a.,87.0541,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,SELONDA AQUACULTURE S.A.
180,EL_0286,Greece,38.58250000000004,23.309166667000056,Original,n.a.,339.062,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
181,EL_0287,Greece,38.53888888900008,23.350833333000026,Original,n.a.,307.7522,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
182,EL_0288,Greece,38.88944444400005,22.835000000000036,Original,n.a.,215.4221,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
183,EL_0291,Greece,37.86444444400007,23.081666667000036,Original,n.a.,425.3574,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
184,EL_0293,Greece,37.76000000000005,23.17611111100007,Original,n.a.,84.172,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
185,EL_0294,Greece,37.47083333300003,23.025000000000034,Original,n.a.,283.5193,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
186,EL_0295,Greece,38.83944444400004,22.716944444000035,Original,n.a.,1286.3131,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
187,EL_0296,Greece,37.35097222200005,22.799166667000065,Original,n.a.,137.8996,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
188,EL_0298,Greece,37.91833333300008,23.407777778000025,Original,n.a.,160.495,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
189,EL_0300,Greece,37.09100833300005,22.966386111000077,Original,n.a.,161.5636,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
190,EL_0301,Greece,37.100405556000055,22.95856666700007,Original,n.a.,182.9109,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
191,EL_0302,Greece,37.92833333300007,23.416388889000075,Original,n.a.,183.9516,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
192,EL_0303,Greece,37.53527777800008,23.473888889000023,Original,n.a.,126.4248,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
193,EL_0305,Greece,37.47611111100008,23.030277778000027,Original,n.a.,84.9316,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
194,EL_0306,Greece,37.47916666700007,23.040000000000077,Original,n.a.,109.777,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
195,EL_0307,Greece,37.85777777800007,23.144166667000036,Original,n.a.,102.1755,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
196,EL_0308,Greece,38.58472222200004,23.30444444400007,Original,n.a.,42.9935,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,SELONDA AQUACULTURE S.A.
197,EL_0309,Greece,37.53638888900008,23.465833333000035,Original,n.a.,388.936,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
198,EL_0310,Greece,39.66055555600008,20.10555555600007,Original,n.a.,109.2048,Within the coastline,n.a.,"Saltwater tanks/raceways, Saltwater closed (recirculation)",Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,SELONDA AQUACULTURE S.A.
199,EL_0311,Greece,37.55000000000007,23.469444444000032,Original,n.a.,314.3719,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
200,EL_0312,Greece,39.655205556000055,20.106630556000027,Original,n.a.,159.8292,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
201,EL_0313,Greece,39.650000000000034,20.098611111000025,Original,n.a.,192.3912,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
202,EL_0314,Greece,38.374166667000054,21.89611111100004,Original,n.a.,137.0537,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,SELONDA AQUACULTURE S.A.
203,EL_0315,Greece,37.86583333300007,23.084166667000034,Original,n.a.,167.8333,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
204,EL_0316,Greece,37.26861111100004,23.278055556000027,Original,n.a.,226.9026,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SELONDA AQUACULTURE S.A.
205,EL_0317,Greece,38.56333333300006,22.604597222000052,Original,n.a.,19934.1883,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,SELONDA AQUACULTURE S.A.
206,EL_0319,Greece,39.66263888900005,20.098333333000028,Original,n.a.,95.2705,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SIMOS-FOUKI G.P.
207,EL_0321,Greece,39.67138888900007,20.07222222200005,Original,n.a.,201.2728,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SKALOMA S.A.
208,EL_0322,Greece,39.67166666700007,20.065833333000057,Original,n.a.,208.978,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SKALOMA S.A.
209,EL_0323,Greece,37.96944444400003,23.296944444000076,Original,n.a.,287.2498,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SKIRONIS AQUACULTURE S.A.
210,EL_0324,Greece,38.94750000000005,20.922222222000073,Original,n.a.,86.6467,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SKORPIOS G.P.
211,EL_0327,Greece,38.35361111100008,22.60555555600007,Original,n.a.,163.1127,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,SPARUS LTD
212,EL_0328,Greece,37.558333333000064,23.367222222000066,Original,n.a.,85.3061,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,STAVROS STAMATIOY
213,EL_0329,Greece,38.91055555600008,23.000277778000054,Original,n.a.,149.3101,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,STRATOS S.A.
214,EL_0331,Greece,38.31666666700005,21.113055556000063,Original,n.a.,85.79,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,TASTY FISH WEST GREECE AQUACULTURES LTD.
215,EL_0332,Greece,39.97222222200003,22.664888889000053,Original,Other diversified farm,202.8498,Within the coastline,n.a.,Other,"European eel, Mediterranean marine fish, Blue crab, Flathead mullet","Grow out for human consumption, Put and take fisheries",n.a.,TITHIS G.P.
216,EL_0335,Greece,38.94101388900003,20.851880556000026,Original,n.a.,169.9543,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,TZEFRIOS DIMITRIOS & SONS G.P.
217,EL_0337,Greece,38.95527777800004,20.82444444400005,Original,n.a.,142.1676,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,VAS. LEODITSIS S.A.
218,EL_0338,Greece,39.12250000000006,23.154166667000027,Original,n.a.,136.9492,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,YDROVIOS AQUACULTURES LTD
219,EL_0339,Greece,38.64972222200004,23.104166667000072,Original,n.a.,263.6358,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,ZERVAS-KYRIAZIS AQUACULTURES S.A.
220,EL_0340,Greece,39.03083333300003,21.120555556000056,Original,n.a.,291.4401,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,?VRIALOS P.C.
221,EL_0341,Greece,39.03305555600008,21.456666667000036,Original,n.a.,26610.031,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,?VRIALOS P.C.
222,EL_0003,Greece,36.22416666700008,27.631666667000047,Original,n.a.,398.8945,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,AEGEAN FISH S.A.
223,EL_0012,Greece,38.31666666700005,24.101388889000077,Original,n.a.,234.724,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,ALKYONIDES I.K.E.
224,EL_0016,Greece,37.11472222200007,24.50972222200005,Original,n.a.,148.7618,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,ANDROMEDA S.A.
225,EL_0035,Greece,36.60839061100006,26.338453972000025,Original,n.a.,578.2624,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,ASTYPALAIA FISH FARMING S.A.
226,EL_0042,Greece,37.98722222200007,24.396388889000036,Original,n.a.,926.249,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,BLUE FARM AQUACULTURE S.A.
227,EL_0043,Greece,38.07555555600004,24.285555556000077,Original,n.a.,108.5217,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,BLUE FARM AQUACULTURE S.A.
228,EL_0049,Greece,38.29388888900007,25.92361111100007,Original,n.a.,70.6381,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,DIAPORI FISH FARMING S.A.
229,EL_0066,Greece,38.32305555600004,24.03305555600008,Original,n.a.,192.0806,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FEIDO S.A.
230,EL_0068,Greece,38.31972222200005,24.08138888900004,Original,n.a.,178.3953,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FEIDO S.A.
231,EL_0071,Greece,37.93500000000006,27.156944444000032,Original,n.a.,5223.9183,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FISH PSERIMOS S.A.
232,EL_0076,Greece,38.47083333300003,26.15138888900003,Original,n.a.,112.4534,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FORKYS AQUACULTURE S.A.
233,EL_0077,Greece,38.472361111000055,26.15294444400007,Original,n.a.,0.1559,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FORKYS AQUACULTURE S.A.
234,EL_0078,Greece,38.46194444400004,26.153055556000027,Original,n.a.,98.1745,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FORKYS AQUACULTURE S.A.
235,EL_0079,Greece,38.51000000000005,26.15166666700003,Original,n.a.,83.4664,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,FORKYS AQUACULTURE S.A.
236,EL_0081,Greece,37.20497222200004,26.78385833300007,Original,n.a.,209.4826,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,G. & D. MANIS G.P.
237,EL_0106,Greece,35.480000000000075,24.11111111100007,Original,n.a.,281.8484,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC CENTRE FOR MARINE RESEARCH (H.C.M.R.)
238,EL_0107,Greece,37.46500000000003,26.99972222200006,Original,n.a.,86.813,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC FISH S.A.
239,EL_0108,Greece,37.473611111000025,26.989305556000033,Original,n.a.,148.1546,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC FISH S.A.
240,EL_0110,Greece,38.208888889000036,24.049444444000073,Original,n.a.,116.8138,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC FISHFARMING S.A.
241,EL_0117,Greece,37.91916666700007,24.693055556000047,Original,n.a.,123.6091,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,HELLENIC FISHFARMING S.A.
242,EL_0122,Greece,40.32083333300005,24.217777778000027,Original,n.a.,252.0773,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,IERA MEGISTI MONI VATOPAIDIOY
243,EL_0123,Greece,39.02666666700003,26.535000000000025,Original,n.a.,21.8756,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,INTERFISH AQUACULTURE S.A.
244,EL_0132,Greece,38.32472222200005,24.075000000000045,Original,n.a.,111.2643,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,KARPASIA AQUACULTURES S.A.
245,EL_0146,Greece,38.08777777800003,24.21194444400004,Original,n.a.,324.973,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,LAFIA AQUACULTURES S.A.
246,EL_0148,Greece,36.245833333000064,27.77555555600003,Original,n.a.,247.6571,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,LAMAR S.A.
247,EL_0155,Greece,38.322777778000045,24.08888888900003,Original,n.a.,145.998,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,LION AQUACULTURES S.A.
248,EL_0163,Greece,37.20173888900007,26.778688889000023,Original,n.a.,212.5539,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MANI BROS & SONS S.A.
249,EL_0168,Greece,40.95805555600003,24.529722222000032,Original,n.a.,81.7515,Within the coastline,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARIA MICHAILIDOY
250,EL_0170,Greece,37.089722222000034,26.887500000000045,Original,n.a.,76.8186,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
251,EL_0171,Greece,37.20833333300004,26.798055556000065,Original,n.a.,107.4745,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
252,EL_0172,Greece,37.18486111100003,26.77083333300004,Original,n.a.,156.6491,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
253,EL_0173,Greece,37.19472222200005,26.795000000000073,Original,n.a.,152.0321,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
254,EL_0174,Greece,37.200000000000045,26.79305555600007,Original,n.a.,160.1742,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARKELLOS MARINE FARM S.A.
255,EL_0175,Greece,38.005833333000055,24.283888889000025,Original,n.a.,219.8369,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MARMARI AQUACULTURE P.C.
256,EL_0180,Greece,38.48611111100007,26.130833333000055,Original,n.a.,114.911,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,MIKES CHAVIARAS S.A.
257,EL_0193,Greece,38.49722222200006,26.26972222200004,Original,n.a.,239.2236,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
258,EL_0211,Greece,38.491975000000025,26.147800000000075,Original,n.a.,53.0294,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
259,EL_0214,Greece,38.48861111100007,26.143055556000036,Original,n.a.,76.9647,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
260,EL_0215,Greece,38.54216111100004,26.126658333000023,Original,n.a.,56.9007,Within the coastline,n.a.,Saltwater tanks/raceways,Mediterranean marine fish,"Hatchery, Nursery, Broodstock",n.a.,NIREUS AQUACULTURES S.A.
261,EL_0216,Greece,38.496219444000076,26.156719444000032,Original,n.a.,309.5565,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
262,EL_0217,Greece,38.36597222200004,24.048333333000073,Original,n.a.,251.8438,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
263,EL_0218,Greece,38.49194444400007,26.281388889000027,Original,n.a.,230.9298,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
264,EL_0227,Greece,38.358472222000046,24.05083333300007,Original,n.a.,297.5208,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,NIREUS AQUACULTURES S.A.
265,EL_0241,Greece,38.321666667000045,24.053888889000064,Original,n.a.,131.0743,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PERSEUS S.A.
266,EL_0242,Greece,38.25388888900005,24.121805556000027,Original,n.a.,158.4068,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PERSEUS S.A.
267,EL_0243,Greece,38.25555555600005,24.10777777800007,Original,n.a.,275.9892,At sea,n.a.,Sea cages,Mediterranean marine fish,Grow out for human consumption,n.a.,PERSEUS S.A.
