,SITE_ID,COUNTRY,AREA_NAME,LATITUDE,LONGITUDE,POINT_INFO,SPECIES_DETAIL,FARM_TYPE,COAST_DIST,POSITION_COASTLINE,STATUS,PRODUCTION_METHOD,POINT_DEFINITION,PRODUCTION_STAGE,PURPOSE,OWNER_NAME
287,GR_0061,Greece,n.a.,40.87222222200006,24.608055556000068,Original,Mussels,Mussels,889.15995,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KALOGEROPOYLOS MICHALIS
288,GR_0098,Greece,n.a.,40.986666666000076,25.12250000000006,Original,Mussels,Mussels,975.69394,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,OSTRAKA RODOPIS G.P.
289,GR_0099,Greece,n.a.,40.98833333300007,25.11666666700006,Original,Mussels,Mussels,872.65562,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,OSTRAKA THRAKIS G.P.
290,GR_0101,Greece,n.a.,40.992222222000066,25.125000000000057,Original,"Warty Venus, Grooved Carpet shell",Clams,449.69089,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,OSTRAKOKALLIERGEIES VISTONIKOU G.P.
291,GR_0112,Greece,n.a.,40.985555555000076,25.12027777800006,Original,"Mussels, Oysters",Mussels-Oysters,1097.51062,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,PAPTSIKIS-FRAINJEL MARKOS
292,GR_0173,Greece,n.a.,40.86027777800007,24.653333333000035,Original,Mussels,Mussels,1045.76602,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ZAMPAKI PANAGIOTA
293,GR_0174,Greece,n.a.,40.861666666000076,24.662777778000077,Original,Mussels,Mussels,1223.90643,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ZAMPAKI PANAGIOTA
294,GR_0012,Greece,n.a.,38.88833333300005,22.658611111000027,Original,Mussels,Mussels,140.51611,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,AKTEA G.P.
295,GR_0024,Greece,n.a.,38.02444444400004,23.480277778000072,Original,Mussels,Mussels,155.73316,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ANDREAS PETROPOULOS
296,GR_0028,Greece,n.a.,38.85000000000008,22.609166667000068,Original,Mussels,Mussels,1402.17905,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,CATHRIN FISH S.A.
297,GR_0045,Greece,n.a.,38.87694444400006,22.603333333000023,Original,Mussels,Mussels,2372.51073,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ELENI CHARALAMPIDOU
298,GR_0046,Greece,n.a.,38.873055555000064,22.588333333000037,Original,Mussels,Mussels,1347.32494,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ELMAC S.A.
299,GR_0047,Greece,n.a.,39.01972222200004,20.768055556000036,Original,"Mussels, Oysters",Mussels-Oysters,1114.53333,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,FOTINI TSOTSIOU
300,GR_0055,Greece,n.a.,39.65138888900003,20.115000000000066,Original,Mussels,Mussels,515.56172,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,GOGOLOY IOANNA & CO. G.P.
301,GR_0058,Greece,n.a.,37.98305555500008,23.40944444400003,Original,Mussels,Mussels,297.01424,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,IOANNIS SEVASTIS
302,GR_0087,Greece,n.a.,39.64722222200004,20.109722222000073,Original,Mussels,Mussels,729.79063,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MICHOPOULOS SPYRIDON
303,GR_0097,Greece,n.a.,37.98472222200007,23.411388889000023,Original,Mussels,Mussels,225.05829,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,NIKOLAOS KALELIS
304,GR_0102,Greece,n.a.,38.84277777800003,22.62222222200006,Original,"Mussels, Oysters",Mussels-Oysters,902.81689,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,OSTRAKOTROFIA MALLIAKOY S.A. (FLISVOS S.A)
305,GR_0106,Greece,n.a.,38.99500000000006,20.943055556000047,Original,Mussels,Mussels,1130.73319,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,PANAMVRAKIKI LTD
306,GR_0107,Greece,n.a.,39.64944444400004,20.11222222200007,Original,Mussels,Mussels,809.58308,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,PAPADIMITRIOU GEORGIOS
307,GR_0109,Greece,n.a.,38.848611111000025,22.601388889000077,Original,Mussels,Mussels,937.82819,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,PAPARAS CHRISTOS
308,GR_0128,Greece,n.a.,39.563888889000054,20.131111111000052,Original,Mussels,Mussels,1428.88855,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,RALLI VASILIKI
309,GR_0134,Greece,n.a.,39.56111111100006,20.131111111000052,Original,Mussels,Mussels,1351.83181,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,SKENTOS ARISTEIDIS
310,GR_0138,Greece,n.a.,38.875277778000054,22.600000000000023,Original,Mussels,Mussels,2261.21617,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,SOTIRIA NAVRAZIDOU
311,GR_0146,Greece,n.a.,39.64722222200004,20.115000000000066,Original,Mussels,Mussels,923.93059,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,STASINOS THOMAS
312,GR_0166,Greece,n.a.,39.65361111100003,20.117500000000064,Original,Mussels,Mussels,198.88673,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TZAOS THEODOSIOS
313,GR_0154,Greece,n.a.,40.50333333300006,22.69611111100005,Original,Mussels,Mussels,1330.33421,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"TSARIDIS SOTIRIOS, KOSMIDOY MARIA AND DARMOUSLIS ALEXANDROS"
314,GR_0155,Greece,n.a.,40.48527777800007,22.689722222000057,Original,Mussels,Mussels,1818.62384,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSARIDIS THEODOROS
315,GR_0156,Greece,n.a.,40.483333333000076,22.686944444000062,Original,Mussels,Mussels,1632.49021,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSARIDIS THEODOROS
316,GR_0157,Greece,n.a.,40.47750000000008,22.684166667000056,Original,Mussels,Mussels,1731.94745,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSARIDIS THEODOROS
317,GR_0158,Greece,n.a.,40.475833333000026,22.673333333000073,Original,Mussels,Mussels,1369.29488,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSERDAKIDIS DIOGENIS
318,GR_0159,Greece,n.a.,40.45166666600005,22.61444444400007,Original,Mussels,Mussels,1210.42616,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSERDAKIDIS DIOGENIS AND TSERDAKIDIS NIKOLAOS
319,GR_0160,Greece,n.a.,40.37583333300006,22.65388888900003,Original,Mussels,Mussels,703.88444,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSERTIKIDIS SYMEON
320,GR_0161,Greece,n.a.,40.54888888900007,22.786666667000077,Original,Mussels,Mussels,1527.23242,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSIANIS STAVROS AND NTONTIS THEODOROS
321,GR_0162,Greece,n.a.,40.49083333300007,22.68805555600005,Original,Mussels,Mussels,1692.05616,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSIARAS SPYROS
322,GR_0163,Greece,n.a.,40.548055555000076,22.77083333300004,Original,Mussels,Mussels,2104.73615,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSIARAS SPYROS AND TSIARAS ALEKSANDROS
323,GR_0164,Greece,n.a.,40.545833333000076,22.768333333000044,Original,Mussels,Mussels,2201.26077,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TSIARTSIAFIS GEORGIOS AND TSIARTSIAFIS STAMATIOS
324,GR_0165,Greece,n.a.,40.77194444400004,23.812777778000054,Original,Mussels,Mussels,580.22511,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,TZAMPAZAKIS ALEKSANDROS
325,GR_0167,Greece,n.a.,40.16166666600003,22.557222222000064,Original,Mussels,Mussels,531.35983,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,VASILEIOS ARG. DIMOYDIS
326,GR_0168,Greece,n.a.,40.50638888900005,22.694722222000053,Original,Mussels,Mussels,1247.6003,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"VERGIDIS MICHAIL, KOGIAS FOTIOS, MPATSOKIS PAULOS AND FOTOPOULOS THEODOROS"
327,GR_0169,Greece,n.a.,40.50055555500006,22.695555556000045,Original,Mussels,Mussels,1484.71497,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"VITIS KONSTANTINOS, KLISIARIS DIMITRIOS AND KARAKIZIS IOANNIS"
328,GR_0170,Greece,n.a.,40.44944444400005,22.606388889000073,Original,Mussels,Mussels,567.06108,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,XENIDIS N. PRODROMOS AND IOANNOU G. GEORGIA
329,GR_0001,Greece,n.a.,40.47277777800008,22.67472222200007,Original,Mussels,Mussels,1427.63175,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,AKRIVOPOULOS CHRISTOS AND ANAGNOSTOPOULOS DIMITRIOS
330,GR_0005,Greece,n.a.,40.37611111100006,22.645555556000033,Original,Mussels,Mussels,484.71059,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,AFOI DRAGANI
331,GR_0006,Greece,n.a.,40.37444444400006,22.65027777800003,Original,Mussels,Mussels,463.45021,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,AGGELAKIS K. DIMOSTHENIS
332,GR_0010,Greece,n.a.,40.54444444400008,22.765555556000038,Original,Mussels,Mussels,1942.94149,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,AGROTRUST S.A.
333,GR_0011,Greece,n.a.,40.528333333000035,22.76333333300005,Original,Mussels,Mussels,1368.10284,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"AKRIVOPOULOS THEMISTOKLIS, VAMVAKAS STAYROS, FAFAS STAMATIOS AND CHAGIMITAKOS IOANNIS"
334,GR_0013,Greece,n.a.,40.43916666600006,22.618333333000066,Original,Mussels,Mussels,1064.37085,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ALEKSANDRIDIS IORDANIS
335,GR_0014,Greece,n.a.,40.43166666600007,22.612777778000066,Original,Mussels,Mussels,605.50976,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ALEKSANDRIDIS IORDANIS
336,GR_0015,Greece,n.a.,40.45416666600005,22.61111111100007,Original,Mussels,Mussels,1121.52227,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ALEKSANDRIDIS IORDANIS
337,GR_0016,Greece,n.a.,40.55083333300007,22.788888889000077,Original,Mussels,Mussels,1241.99604,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ALEXANDROS DARMOYSLIS LTD. (FRUTTI DI MARE)
338,GR_0017,Greece,n.a.,40.47555555500003,22.67694444400007,Original,Mussels,Mussels,1513.29703,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ALEXANDROS DARMOYSLIS LTD. (FRUTTI DI MARE)
339,GR_0018,Greece,n.a.,40.50055555500006,22.699166667000043,Original,Mussels,Mussels,1203.99157,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ALEXANDROS DARMOYSLIS LTD. (FRUTTI DI MARE)
340,GR_0019,Greece,n.a.,40.404444444000035,22.62000000000006,Original,Mussels,Mussels,497.00433,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ALEXANDROS DARMOYSLIS LTD. (FRUTTI DI MARE)
341,GR_0020,Greece,n.a.,40.55861111100006,23.841944444000035,Original,Mussels,Mussels,130.43637,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ANASTASIOU VASILEIOS
342,GR_0021,Greece,n.a.,40.555000000000064,23.874444444000062,Original,Mussels,Mussels,161.0952,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ANASTASIOU VASILEIOS
343,GR_0022,Greece,n.a.,40.557222222000064,23.87027777800006,Original,Mussels,Mussels,141.60636,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ANASTASIOU VASILEIOS
344,GR_0023,Greece,n.a.,40.559444444000064,23.850000000000023,Original,Mussels,Mussels,165.48342,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ANASTASIOU VASILEIOS & CO G.P.
345,GR_0026,Greece,n.a.,40.493611111000064,22.70861111100004,Original,Mussels,Mussels,1224.21337,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,BLOUCHOUGIS NIKOLAOS KAI ROUZIOS GRIGORIOS
346,GR_0027,Greece,n.a.,40.47111111100003,22.672777778000068,Original,Mussels,Mussels,1235.41349,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,BLOUCHOUTZIS NIKOLAOS
347,GR_0029,Greece,n.a.,40.387500000000045,22.623888889000057,Original,Mussels,Mussels,305.03226,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,CHAGIPASXALIS ATHANASIOS
348,GR_0030,Greece,n.a.,40.42888888900006,22.61694444400007,Original,Mussels,Mussels,953.29777,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,CHARTABILAS GRIGORIOS & ALEKSANDROS MATSKAS
349,GR_0031,Greece,n.a.,40.53972222200008,22.764722222000046,Original,Mussels,Mussels,1846.4549,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,CHARTAMPILAS GRIGORIOS TOY APOSTOLOY AND CHARTAMPILAS GRIGORIOS TOY STAYROY
350,GR_0032,Greece,n.a.,40.43916666600006,22.613888889000066,Original,Mussels,Mussels,693.13196,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,CHOROZIDOY CHRISOULA TOY GERMANOY
351,GR_0033,Greece,n.a.,40.42611111100007,22.61472222200007,Original,Mussels,Mussels,720.94644,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"DARMOYSLIS ALEXANDROS, KOYLOYKOYRIOTIS CHRISTOS AND MICHAIL GEORGIEV"
352,GR_0034,Greece,n.a.,40.37555555500006,22.647777778000034,Original,Mussels,Mussels,503.88764,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"DIMOUDIS, BROS S.A."
353,GR_0035,Greece,n.a.,40.442222222000055,22.614166667000063,Original,Mussels,Mussels,683.65623,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"DIMOUDIS, BROS S.A."
354,GR_0036,Greece,n.a.,40.469166666000035,22.67472222200007,Original,Mussels,Mussels,1398.98733,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"DIMOUDIS, BROS S.A."
355,GR_0037,Greece,n.a.,40.38777777800004,22.62361111100006,Original,Mussels,Mussels,293.04647,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"DIMOUDIS, BROS S.A."
356,GR_0038,Greece,n.a.,40.47500000000008,22.681944444000067,Original,Mussels,Mussels,1797.41902,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"DIMOUDIS, BROS S.A."
357,GR_0039,Greece,n.a.,40.44722222200005,22.61583333300007,Original,Mussels,Mussels,1028.84016,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"DIMOUDIS, BROS S.A."
358,GR_0040,Greece,n.a.,40.37500000000006,22.64500000000004,Original,Mussels,Mussels,354.14988,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"DIMOUDIS, BROS S.A."
359,GR_0041,Greece,n.a.,40.54194444400008,22.76527777800004,Original,Mussels,Mussels,1887.86822,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,DIMOYDI AGATHOULA AND TRIKALINOS GEORGIOS
360,GR_0042,Greece,n.a.,40.49722222200006,22.70194444400005,Original,Mussels,Mussels,1241.58868,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,DIMOYDIS GEORGIOS AND MIKIROZIS CHARALAMPOS
361,GR_0043,Greece,n.a.,40.51000000000005,22.67916666700006,Original,Mussels,Mussels,1526.95036,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,DIMOYDIS GEORGIOS AND MIKIROZIS CHARALAMPOS
362,GR_0044,Greece,n.a.,40.39166666600005,22.629444444000058,Original,Mussels,Mussels,944.47226,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,DRAGANIS ANASTASIOS
363,GR_0048,Greece,n.a.,40.43916666600006,22.860555556000065,Original,Mussels,Mussels,233.05293,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,GAITANIS STAYROS
364,GR_0049,Greece,n.a.,40.54638888900007,22.80638888900006,Original,Mussels,Mussels,1667.55146,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"GAZEPIS GRIGORIOS, DIMOUDIS ATHANASIOS, KOUTROUTSIOS EVAGGELOS, KOUTROUTSIOS IOANNIS, POUGATSIAS KON/NOS AND PARASCHOS KON/NOS"
365,GR_0050,Greece,n.a.,40.43361111100006,22.612500000000068,Original,Mussels,Mussels,608.31104,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,GEORGIADIS EV. GEORGIOS
366,GR_0051,Greece,n.a.,40.44166666600006,22.618611111000064,Original,Mussels,Mussels,1058.81367,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,GEORGIOS ARG. DIMOYDIS
367,GR_0052,Greece,n.a.,40.386388889000045,22.62805555600005,Original,Mussels,Mussels,494.09553,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,GEORGIOS TSAMALIDIS-ILIAS DASKALOPOULOS-STERGIOS DASKALOPOULOS
368,GR_0053,Greece,n.a.,40.504722222000055,22.675277778000066,Original,Mussels,Mussels,1744.49141,At sea,Active,n.a.,Farm,n.a.,n.a.,"GIAGIAS ELEFTHERIOS, VITIS STERGIOS AND PAPAZIS IOANNIS"
369,GR_0054,Greece,n.a.,40.40833333300003,22.620833333000064,Original,Mussels,Mussels,814.09006,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,GLARA CH. DESPINA
370,GR_0056,Greece,n.a.,40.526111111000034,22.763611111000046,Original,Mussels,Mussels,1233.87287,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"GOUTZIAMARLIS GEORGIOS, GOUTZIAMRLIS KON/NOS, GOUTZIAMARLIS NESTORAS AND PAPADOPOULOS NIKOLAOS"
371,GR_0057,Greece,n.a.,40.39250000000004,22.624444444000062,Original,Mussels,Mussels,550.9128,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,IOANNIDIS K. STYLIANOS
372,GR_0059,Greece,n.a.,40.36583333300007,22.710000000000036,Original,Mussels,Mussels,4110.56618,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KALKETINIDOY A. EYGENIA
373,GR_0060,Greece,n.a.,40.47750000000008,22.680000000000064,Original,Mussels,Mussels,1481.13171,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KALKETINIDOY ?. KALLIOPI
374,GR_0062,Greece,n.a.,40.55111111100007,22.792500000000075,Original,Mussels,Mussels,1079.50148,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"KANTZOURAS EVAGGELOS, DODIS IOANNIS, DIMOUDI BROS S.A. AND TSARTSAFIS ARGYRIOS"
375,GR_0063,Greece,n.a.,40.49305555500007,22.68611111100006,Original,Mussels,Mussels,1584.68259,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KAPAS FILIPOPOULOS VASILEIOS
376,GR_0064,Greece,n.a.,40.50277777800005,22.677500000000066,Original,Mussels,Mussels,1731.2393,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KAPAS FILIPOPOULOS VASILEIOS
377,GR_0065,Greece,n.a.,40.43916666600006,22.619444444000067,Original,Mussels,Mussels,1157.78612,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KAVAKLIOTIS G.P.
378,GR_0066,Greece,n.a.,40.530555555000035,22.76750000000004,Original,Mussels,Mussels,1800.85771,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KELPEKIS THOMAS AND KELPEKIS EVAGGELOS
379,GR_0067,Greece,n.a.,40.39388888900004,22.630833333000055,Original,Mussels,Mussels,1100.64887,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KOGOLAS KONSTANTINOS AND VEROPOULOS K. IOANNIS
380,GR_0068,Greece,n.a.,40.38805555500005,22.62805555600005,Original,Mussels,Mussels,611.12024,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KOGOLAS ZAF. KONSTANTINOS
381,GR_0069,Greece,n.a.,40.43638888900006,22.611388889000068,Original,Mussels,Mussels,503.77017,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KOLIAPIDIS ILIAS
382,GR_0070,Greece,n.a.,40.42027777800007,22.619444444000067,Original,Mussels,Mussels,773.012,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KONSTANTINOS & DIMITRIOS KOYTOUPAS G.P.
383,GR_0071,Greece,n.a.,40.533888889000025,22.767222222000044,Original,Mussels,Mussels,1999.95072,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"KORNIOTIS NIKOLAOS, MPEMPIS DIMITRIS, MPOYKOYVALAS DIONYSIOS, TSIARAS SPYRIDONAS AND CHALIMAS THEODOROS"
384,GR_0072,Greece,n.a.,40.41916666600008,22.61666666700006,Original,Mussels,Mussels,513.59506,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KOULOUKOURIOTIS CHRISTOS & KOLIAPIDIS HLIAS
385,GR_0073,Greece,n.a.,40.45250000000004,22.607500000000073,Original,Mussels,Mussels,761.24193,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KOUTOUPAS KONSTANTINOS
386,GR_0074,Greece,n.a.,40.407777778000025,22.623888889000057,Original,Mussels,Mussels,979.76273,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KOUTOUPAS KONSTANTINOS
387,GR_0075,Greece,n.a.,40.43750000000006,22.612500000000068,Original,Mussels,Mussels,576.94085,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KOYTSOFIOS AL. KONSTANTINOS
388,GR_0076,Greece,n.a.,40.42805555500007,22.612777778000066,Original,Mussels,Mussels,604.89908,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,KYRIAKAKIS EMMANO?IL TOY KONSTANTINOY
389,GR_0077,Greece,n.a.,40.42166666600008,22.617500000000064,Original,Mussels,Mussels,679.16741,At sea,Active,n.a.,Farm,n.a.,n.a.,KYRIAKAKIS K. EVAGGELOS
390,GR_0078,Greece,n.a.,40.50166666600006,22.682222222000064,Original,Mussels,Mussels,1853.06661,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"KYRTZALIOTIS KYRIAKOS, KARKADAKI DIMITRA AND KARANASTASI ANASTASIA"
391,GR_0079,Greece,n.a.,40.550555555000074,22.796944444000076,Original,Mussels,Mussels,1079.69752,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,LIOLIOS THOMAS AND  TSIALIKIS EVRIPIDIS
392,GR_0080,Greece,n.a.,40.388611111000046,22.631944444000055,Original,Mussels,Mussels,908.92778,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,LOYTRIDOY CHRISTINA AND LOYTRIDOY KONSTANTINA
393,GR_0081,Greece,n.a.,40.44611111100005,22.615277778000063,Original,Mussels,Mussels,920.67381,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,M. GIANTSIS & CO. G.P.
394,GR_0082,Greece,n.a.,40.50333333300006,22.69277777800005,Original,Mussels,Mussels,1559.37034,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MALIGANIS IOANNIS AND MALIGANIS KONSTADINOS
395,GR_0083,Greece,n.a.,40.54527777800007,22.80972222200006,Original,Mussels,Mussels,1901.5786,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MANTOPOYLOS ANTONIOS AND MPEMPIS GEORGIOS
396,GR_0084,Greece,n.a.,40.43861111100006,22.61555555600006,Original,Mussels,Mussels,839.72122,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MAVRIDIS CH. LAZAROS
397,GR_0085,Greece,n.a.,40.420833333000076,22.615277778000063,Original,Mussels,Mussels,467.53024,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MAVRIDIS CH. LAZAROS
398,GR_0086,Greece,n.a.,40.47277777800008,22.671666667000068,Original,Mussels,Mussels,1173.92509,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MAYROMATIS KONSTANTINOS
399,GR_0088,Greece,n.a.,40.498055555000064,22.70388888900004,Original,Mussels,Mussels,1062.2523,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MPAKALIS CHRISTOS AND MPATSOKI ELENI
400,GR_0089,Greece,n.a.,40.49888888900006,22.678611111000066,Original,Mussels,Mussels,1417.5986,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MPAKALIS THOMAS AND GELADARI CHRYSOYLA
401,GR_0090,Greece,n.a.,40.50111111100006,22.68138888900006,Original,Mussels,Mussels,1759.8169,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"MPATSOKIS PAVLOS, KALIMERIDIS NIKOLAOS, KALIMERIDIS STYLIANOS AND KALIMERIDOY ASIMOYLA"
402,GR_0091,Greece,n.a.,40.54861111100007,22.799444444000073,Original,Mussels,Mussels,1293.39668,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MPEMPIS TRYFON
403,GR_0092,Greece,n.a.,40.410000000000025,22.623333333000062,Original,Mussels,Mussels,1076.57479,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MYDIA MAKRYGIALOU G.P.
404,GR_0093,Greece,n.a.,40.43027777800006,22.618611111000064,Original,Mussels,Mussels,1095.98148,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MYDIA PIERIAS L.P.
405,GR_0094,Greece,n.a.,40.43388888900006,22.618333333000066,Original,Mussels,Mussels,1103.98669,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MYDOKALLIERGIES IRIDA LTD.
406,GR_0095,Greece,n.a.,40.37583333300006,22.65055555600003,Original,Mussels,Mussels,615.57864,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,MYKSAKIS DIMITRIOS
