,SITE_ID,COUNTRY,AREA_NAME,LATITUDE,LONGITUDE,POINT_INFO,SPECIES_DETAIL,FARM_TYPE,COAST_DIST,POSITION_COASTLINE,STATUS,PRODUCTION_METHOD,POINT_DEFINITION,PRODUCTION_STAGE,PURPOSE,OWNER_NAME
407,GR_0096,Greece,n.a.,40.40722222200003,22.62555555600005,Original,Mussels,Mussels,1048.32124,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,NAVROZIDOU SOTIRIA AND ELISAVET ADAMIDOU
408,GR_0100,Greece,n.a.,40.77416666600004,23.821944444000053,Original,"Mussels, Oysters",Mussels-Oysters,470.4445,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,OSTRAKA-IPPOKAMPOS LTD
409,GR_0103,Greece,n.a.,40.39000000000004,22.63027777800005,Original,Mussels,Mussels,899.54922,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,OSTREA S.A.
410,GR_0104,Greece,n.a.,40.40805555500003,22.61694444400007,Original,Mussels,Mussels,514.84313,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,P. MICHAILIDIS-IAK. MICHAILIDIS & CO. G.P.
411,GR_0105,Greece,n.a.,40.446666666000056,22.612777778000066,Original,Mussels,Mussels,776.9408,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,PANAGIOTIDI BROS & CO G.P.
412,GR_0002,Greece,n.a.,40.89416666600005,24.589444444000037,Original,Mussels,Mussels,769.81722,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,AFENTOULIS ATHANASIOS
413,GR_0003,Greece,n.a.,40.86083333300007,24.665833333000023,Original,Mussels,Mussels,1402.18352,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,AFENTOULIS ATHANASIOS AND AFENTOULIS CHARALAMPOS G.P.
414,GR_0171,Greece,n.a.,40.49833333300006,22.696944444000053,Original,Mussels,Mussels,1492.43226,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ZAKALKAS ARISTOTELIS
415,GR_0172,Greece,n.a.,40.50388888900005,22.686666667000054,Original,Mussels,Mussels,1761.79683,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,ZAKALKAS NIKOLAOS AND ZAKALKAS ARISTOTELIS
416,GR_0175,Greece,n.a.,40.430833333000066,22.613055556000063,Original,Mussels,Mussels,623.73367,At sea,Active,n.a.,Farm,"Grow out for human consumption, Nursery",n.a.,"ZEMPILOGLOY IOA. ATHANASIOS, PASTROYMAS NIK. STAVROS, PASTROYMAS NIK. STAMATIS"
