,lon,lat,output [tonnes/year]
153,177.72874999998976,-18.21375000042616,0.251081
154,177.69291666665663,-18.202916667092552,0.397221
155,178.20041666665668,-18.197916667092443,0.300301
156,178.24708333332342,-18.184583333758667,1.18747
157,177.6079166666567,-18.182916667091888,0.468413
158,177.59458333332327,-18.177083333758446,0.612469
159,178.2512499999899,-18.17541666709178,0.111727
160,177.51874999998995,-18.171250000425005,18.6777
161,177.5404166666567,-18.169583333758283,0.146804
162,177.46958333332338,-18.16625000042484,0.379739
163,178.4512499999903,-18.150416667091065,13.7052
164,178.29291666665654,-18.148750000424343,0.154933
165,178.52374999998983,-18.1429166670909,64.8704
166,177.4187499999898,-18.132083333757407,2.39117
167,177.40291666665644,-18.131250000423847,0.267627
168,178.46708333332344,-18.13125000042396,43.5376
169,178.32541666665657,-18.123750000423684,0.601434
170,178.51624999999,-18.122083333757075,4.90208
171,178.42874999999026,-18.115416667090187,2.98072
172,178.41208333332327,-18.113750000423522,0.726964
173,178.3783333333232,-18.11291666596867,0.122804
174,178.49374999998997,-18.107916667090024,6.04268
175,177.30208333332337,-18.064583333755593,5.55837
176,177.29624999999032,-18.03791666708821,0.802803
177,179.24958333332313,-17.988750000420282,0.335176
178,178.62791666665657,-17.98750000166848,0.189543
179,177.25874999998996,-17.977083333753228,0.889329
180,178.60124999998982,-17.976250000419952,0.293376
181,178.5895833333234,-17.936666668330247,0.271611
182,178.58624999998983,-17.92375000041858,1.24909
183,178.57958333332363,-17.91541666708497,3.57283
184,177.27624999999,-17.912916667084858,0.555843
185,178.58541666665667,-17.897083333751198,0.698257
186,177.31708333332313,-17.860416667083484,0.305346
187,178.60874999998987,-17.847916667083155,0.313961
188,178.58833333332325,-17.823749999543224,15.3835
189,177.3629166666567,-17.817083333749054,1.05077
190,168.45541666665713,-17.80625000041556,0.565125
191,177.36541666665698,-17.795416667081838,20.4828
192,168.38208333332386,-17.79125000041512,0.146331
193,168.31208333332347,-17.767916667081124,2.69844
194,178.55291666665664,-17.762916667080958,0.872079
195,177.42958333332308,-17.741250000413856,4.83358
196,178.5637499999898,-17.732916667080246,0.734764
197,178.82708333332312,-17.71875000041325,0.101416
198,178.7520833333233,-17.711250000413088,2.34691
199,168.2912499999902,-17.707916667079644,0.729194
200,177.42458333332365,-17.706250000412922,0.269911
201,178.57124999999007,-17.706250000412922,0.28189
202,168.28958333332366,-17.705000001640542,0.376214
203,178.57458333332352,-17.69875000041276,0.124677
204,177.41791666665677,-17.693750000412592,1.33273
205,168.2687499999903,-17.69291666707926,0.137383
206,178.74458333332348,-17.692083333745813,0.101787
207,168.25124999999025,-17.68375000041226,0.147044
208,177.3891666666567,-17.66208333301421,0.528785
209,168.53041666665695,-17.656250000411546,0.604237
210,178.58124999999018,-17.64375000041133,0.649101
211,178.75708333332318,-17.640416667077773,0.14371
212,177.4262499999902,-17.625416667077445,1.21111
213,168.50249999999028,-17.622916666381116,0.569172
214,178.51958333332323,-17.614583333743838,0.492384
215,178.50041666665663,-17.602916667076897,0.128242
216,177.46041666665656,-17.59625000041001,12.1311
217,177.4645833333234,-17.592916667076622,0.183177
218,178.49124999999003,-17.584583333743012,0.172258
219,177.50041666665652,-17.576250000409516,1.95228
220,177.5070833333234,-17.57125000040935,1.74838
221,178.43624999998997,-17.56250000162578,0.220207
222,168.45958333332374,-17.55291666707558,0.491237
223,178.40291666665644,-17.545416667075244,0.344382
224,146.06624999999133,-17.508750000407815,0.397571
225,177.56541666665692,-17.50541666707437,0.119886
226,177.56708333332347,-17.50458333374098,0.119006
227,177.57291666665674,-17.500416667074262,0.2038
228,177.59374999998977,-17.486250000407153,0.470463
229,177.6079166666567,-17.47625000040688,0.213926
230,178.24874999998997,-17.468750000406658,2.59418
231,178.23041666665654,-17.456250000406328,0.16877
232,177.65041666665672,-17.455833334947386,29.1697
233,177.74958333332324,-17.447083333739556,0.158465
234,177.72541666665666,-17.44541666707272,1.99771
235,178.2295833333236,-17.440416667072668,0.231196
236,177.83208333332334,-17.432083333739058,0.521739
237,177.81291666665652,-17.42958333373906,0.830954
238,177.94041666665657,-17.42708333373895,0.954192
239,177.95458333332328,-17.426250000405673,0.341148
240,178.23041666665654,-17.417083333738617,1.05393
241,177.96458333332316,-17.41291666707201,1.82695
242,177.86708333332342,-17.408750000405178,0.542311
243,177.86958333332313,-17.408750000405178,6.6311
244,177.99041666665676,-17.4045833337384,0.334349
245,178.01374999998984,-17.39375000040468,0.501862
246,178.0545833333233,-17.36541666707069,0.121346
247,178.13124999999002,-17.35291666707019,4.72843
248,178.6887499999898,-16.997083333727858,0.421583
249,179.94708333332323,-16.997083333727858,0.277316
250,178.77124999998978,-16.963750000393702,0.14717
251,145.77958333332492,-16.942083333726316,1.27251
252,179.89874999998983,-16.93708333372632,0.174368
253,168.57374999999047,-16.917916667059217,0.631586
254,178.82708333332312,-16.91250000155827,0.214565
255,168.52999999999042,-16.893750000359603,0.227736
256,178.64291666665656,-16.89208333372511,0.838444
257,178.91791666665688,-16.88208333372478,1.16281
258,179.02374999999017,-16.87375000039134,0.191346
259,145.7595833333246,-16.8620833337244,0.377788
260,179.05208333332303,-16.810416667056415,0.385676
261,179.46874999998977,-16.80791666705636,0.405684
262,178.59374999998988,-16.80541666705625,0.690479
263,168.2737499999903,-16.803750000389527,0.491254
264,179.4745833333235,-16.800416667056083,0.482349
265,179.3704166666564,-16.795416667055918,0.902721
266,179.1129166666567,-16.776250000388927,0.386215
267,179.4729166666566,-16.764583333721873,0.194374
268,179.12124999999003,-16.761250000388486,0.437778
269,168.15541666665695,-16.76041666705521,0.107696
270,179.66208333332338,-16.750416667054708,0.187868
271,179.36083333332328,-16.7395833338299,0.116252
272,179.4820833333231,-16.729583333720882,0.24694
273,179.1662499999901,-16.726250000387495,0.255057
274,179.7295833333235,-16.720416667054167,0.329346
275,179.2704166666565,-16.69875000038678,3.9881
276,179.87458333332324,-16.697916667053505,0.154704
277,168.25458333332358,-16.68875000038662,0.607663
278,168.28541666665683,-16.679166668200935,0.135072
279,179.5033333333232,-16.67041666722338,0.372786
280,179.6787499999898,-16.67041666705279,0.49518
281,179.82124999998996,-16.667083333719347,0.127209
282,178.56958333332352,-16.66625000038607,0.344521
283,179.84541666665632,-16.652083333718906,0.260941
284,178.71791666665672,-16.65125000038563,1.01288
285,168.1345833333237,-16.643750000385467,0.137823
286,168.15041666665684,-16.62541666705164,0.211087
287,178.7554166666564,-16.62208333371808,0.316987
288,179.8629166666566,-16.611250000384587,0.125812
289,179.55124999998986,-16.6045833337177,0.868432
290,178.8087499999899,-16.599166668192765,0.746243
291,168.167916666657,-16.59625000038426,1.88764
292,178.8195833333233,-16.576250000383766,0.44732
293,168.17666666719163,-16.57250000185269,0.262444
294,179.56625000173494,-16.572916670083032,0.345137
295,167.53541666665694,-16.5712500003836,0.229025
296,179.89083333332314,-16.571250000641612,0.502824
297,167.49124999999026,-16.568750000383602,0.293897
298,178.8620833333232,-16.556666668188427,6.99174
299,167.5470833333237,-16.54250000152024,1.0742
300,179.63958333332312,-16.507083333715173,0.471216
301,179.64124999999,-16.5037500003819,0.140719
302,167.63958333332357,-16.502083333715177,0.103983
303,167.5945833333235,-16.496250000381735,0.10107
304,167.43791666665697,-16.493750000381397,0.597419
305,168.21416666665698,-16.48875000071081,0.107816
306,167.777916666657,-16.476250000381185,0.452351
307,179.7162499999897,-16.472500001513026,0.102679
308,167.81541666665703,-16.467916667047632,0.368923
309,168.21958333332384,-16.467083333714186,0.176978
310,167.772916666657,-16.46625000038091,1.46764
311,145.4087499999912,-16.447083333713806,0.111877
312,167.42791666665698,-16.44625000038036,0.243806
313,179.1520833333235,-16.438333334843094,0.442635
314,167.77458333332356,-16.43375000038003,0.598582
315,179.2795833333231,-16.422083333713033,0.5944
316,179.26124999999,-16.41708333371298,3.64143
317,167.7820833333235,-16.409583333712817,0.321606
318,179.31708333332347,-16.40875000037937,4.20808
319,179.3387499999899,-16.388750000378877,8.04034
320,179.78374999998982,-16.374583333711826,0.10372
321,167.7787499999904,-16.370416667045106,0.298745
322,179.40458333332333,-16.359583333711498,0.171382
323,168.29791666665687,-16.340000001499675,1.47085
324,168.0491666672251,-16.338333335118307,0.164571
325,167.38333333332378,-16.33625000083572,0.702435
326,167.3845833333238,-16.332083333710784,0.337016
327,167.72208333332378,-16.32708333371062,0.124124
328,179.41708333332303,-16.325000001498097,3.24928
329,168.30874999999037,-16.298750000376685,0.119983
330,179.53374999998982,-16.26875000037586,2.69399
331,167.92416666665713,-16.26708333422448,0.362285
332,167.64041666665707,-16.265416667042416,2.38632
333,179.57041666665668,-16.25708333370892,1.41219
334,179.59458333332327,-16.251250000375364,2.28907
335,167.61874999999043,-16.24875000037531,2.18813
336,179.6112499999897,-16.247500001490266,0.138091
337,167.60458333332383,-16.22750000148818,0.569565
338,179.7654166666565,-16.22583333482129,1.20498
339,179.82041666665646,-16.222500001487674,0.168373
340,167.57958333332385,-16.217916667041038,0.234196
341,167.97874999999044,-16.203333334819035,0.307629
342,167.55041666665716,-16.194166668151468,0.223071
343,167.3895833333238,-16.185416667040386,0.37
344,167.49124999999026,-16.152916667039563,0.689718
345,167.2312499999905,-16.148750000372672,0.218816
346,167.2912499999902,-16.128750000372293,0.821614
347,168.14124999999035,-16.101250000371635,0.12552
348,168.16124999999033,-16.099583333704857,0.277323
349,167.39166666665722,-16.064583334382235,0.544616
350,167.40124999999034,-16.040416667036652,0.214567
351,167.17624999999043,-16.02625000036943,0.246556
352,168.2495833333237,-15.995416667035613,0.305981
353,167.18624999999042,-15.99125000036878,0.152816
354,167.36416666665696,-15.979583334975814,0.213369
355,167.34624999999028,-15.970416667034954,0.667372
356,168.19374999999047,-15.955416667034456,0.802745
357,168.27000000062253,-15.950833334998492,0.162364
358,168.19124999999042,-15.945416667034294,0.147291
359,168.2637499999903,-15.935416667033962,0.229951
360,168.2637499999903,-15.932083333700632,0.911693
361,167.3279166666572,-15.931250000367243,0.960039
362,168.27041666665707,-15.917083333700191,0.16555
363,167.3204166666569,-15.912083333700025,0.196182
364,167.1849999999904,-15.897916667840263,0.159372
365,167.28208333332373,-15.89708333369964,0.559408
366,167.27541666665707,-15.893750001543651,0.180782
367,167.21208333332356,-15.887083333699366,0.672101
368,168.26791666665713,-15.856250000365208,0.123884
369,168.167916666657,-15.82458333369783,0.105997
370,168.2429166666568,-15.771666668108537,0.321109
371,168.230416666657,-15.743750000362468,0.304688
372,168.13791666665713,-15.739583333695748,1.42536
373,167.2412499999905,-15.738750000362359,0.10084
374,168.22291666665706,-15.711250000361701,0.260533
375,167.2312499999905,-15.692083333694427,0.22277
376,168.12124999999037,-15.665416667027046,3.17815
377,167.25041666665697,-15.663750000360324,0.407297
378,166.77291666665724,-15.642916667026554,0.102226
379,168.11874999999054,-15.639166668095072,1.11313
380,167.16624999999033,-15.626250000359505,0.189106
381,168.124166667351,-15.625833334890729,0.295187
382,166.8695833333236,-15.62375000035945,1.20553
383,166.77958333332413,-15.607083333692287,0.21894
384,168.12666666665712,-15.602083334717975,0.116964
385,166.90541666665717,-15.597083333691955,1.17932
386,166.94041666665714,-15.585416667025186,1.26891
387,167.0437499999905,-15.585416667025186,0.427485
388,166.77833333332376,-15.583750001397277,0.284096
389,166.9512499999903,-15.582083333691742,0.214948
390,166.95958333332374,-15.581250000358295,0.124952
391,168.1295833333238,-15.581250000358295,0.124924
392,166.97208333332355,-15.579583333691573,1.06702
393,168.13541666665697,-15.56791666702469,0.101288
394,167.1437499999903,-15.558750000357747,0.689734
395,168.1462499999907,-15.550416667024194,0.232122
396,168.1437499999904,-15.527083333690257,0.177416
397,167.22791666665694,-15.520000001416463,0.572345
398,167.17124999999032,-15.517916667023485,24.228
399,167.17541666665716,-15.515416667023374,8.82324
400,167.19458333332386,-15.514583333689927,2.73499
401,166.7112499999905,-15.506250000356431,0.140255
402,167.2312499999905,-15.478750000355603,0.333832
403,167.21708333332379,-15.461250000355278,0.115358
404,167.21791666665695,-15.450416667021614,0.433037
405,167.1887499999907,-15.380416667019915,0.479797
406,167.1912499999903,-15.376250000353082,0.16897
407,167.93958333332353,-15.358750000352757,0.110753
408,167.94958333332352,-15.342916667018926,0.118372
409,167.17958333332354,-15.330416667018653,4.12566
410,167.1787499999906,-15.327500001397027,4.10178
411,167.97999999999035,-15.307083334915148,0.215432
412,167.8695833333236,-15.299583333684325,0.147677
413,167.9029166666569,-15.28708333368428,0.134432
414,167.91124999999033,-15.284583333684168,0.138376
415,167.94791666665685,-15.278750000350556,0.299633
416,167.16958333332354,-15.222916667015909,0.648604
417,166.88208333332398,-15.171250000347868,0.766517
418,166.8645833333236,-15.168750000347814,0.366558
419,166.8987499999903,-15.167916667014538,4.04589
420,166.85208333332366,-15.167083333681148,0.110914
421,166.95041666665713,-15.160416667014374,0.506964
422,166.82874999999046,-15.159583333680985,0.820763
423,166.82458333332386,-15.15625000034754,1.33119
424,167.10874999999032,-15.147083333680655,0.673929
425,167.10791666665705,-15.1445833336806,0.326627
426,166.97958333332372,-15.12208333368011,0.148621
427,167.07874999999024,-15.090416667012562,0.102572
428,166.80874999999048,-15.089583333679286,0.163778
429,166.62333333332379,-15.077916668393016,0.118297
430,166.8037499999907,-15.039166668034568,0.146422
431,167.066666665836,-15.036666668013368,0.24648
432,167.05666666665707,-14.991250001779065,0.274735
433,166.7937499999906,-14.982916667009874,1.39572
434,167.0537499999905,-14.965416667009379,0.14582
435,166.64958333332356,-14.704583333669518,0.510576
436,166.57458333332374,-14.69875000033602,0.152748
437,166.61958333332382,-14.65125000033487,0.21627
438,167.4320833333236,-14.302916666992814,0.772752
439,167.59708333332355,-14.245416666991275,0.126079
440,167.46208333332356,-14.217083333657342,0.456419
441,167.54291666665688,-14.20291666699029,0.155153
442,167.54749999999035,-13.871250002371141,0.557431
443,167.6970833333237,-13.68125000031057,0.101294
444,166.70541666665713,-13.434583333637761,0.98501
445,160.50624999999127,-11.778750000263756,0.821729
446,166.90000000147472,-11.596666666861324,0.200945
447,160.0687499999908,-11.55625000025816,1.24331
448,166.5237499999905,-11.305000000998916,0.273454
449,166.54291666665722,-11.302916666918804,0.217941
450,159.7620833333242,-11.275416666918147,0.543931
451,166.54208333332429,-11.275416666918147,0.1803
452,122.96708333332595,-10.872916666908282,1.8973
453,162.13374999999075,-10.837083333574128,0.100058
454,122.82374999999251,-10.8279166669073,0.97533
455,162.26041666665742,-10.818750000240357,0.128697
456,162.24458333332404,-10.801250000240032,0.182788
457,122.91208333332588,-10.747083333571823,0.4089
458,123.2520833333258,-10.737083333571832,1.49881
459,161.7749999999911,-10.720416669992005,0.289319
460,161.76249999999106,-10.707916669994177,0.129554
461,152.70291666665776,-10.703750000237505,0.183223
462,152.3704166666579,-10.700416666904061,0.235696
463,152.76624999999137,-10.700416666904061,1.69618
464,152.77874999999108,-10.697916666904064,0.220793
465,161.72416666665754,-10.693750003329967,0.108479
466,152.80624999999122,-10.691250000237346,0.235707
467,165.8183333317843,-10.689166666672747,0.504797
468,152.84791666665774,-10.687916666903732,0.978174
469,162.22083333332432,-10.684583336664787,0.423847
470,150.40541666665786,-10.6816666676051,0.128815
471,162.20708333332425,-10.675416666903573,0.199557
472,123.10958333332576,-10.667916666903409,0.528183
473,150.31749999999147,-10.66375000333494,0.188183
474,166.00458333332415,-10.659583333569799,0.310035
475,150.19958333332477,-10.657083333569801,0.121359
476,150.32374999999115,-10.654583333569803,1.9784
477,123.15458333332583,-10.650416666903027,0.696935
478,150.1387499999912,-10.650416666903027,0.110171
479,151.04041666665807,-10.640416666902752,0.116565
480,123.17791666665903,-10.636250000235862,0.151382
481,152.73791666665784,-10.636250000235862,0.312074
482,162.1754166666576,-10.610833334264953,1.53636
483,150.574583333325,-10.607916666901872,0.121546
484,123.37291666665931,-10.599583333568376,0.2739
485,150.94541666665782,-10.594583333568266,0.111438
486,162.1591666666576,-10.592083336680275,0.137432
487,123.2662499999924,-10.591250000234936,0.154344
488,123.31291666665902,-10.588750000234825,1.82874
489,150.64958333332447,-10.580416666901328,0.885784
490,162.1562499999908,-10.572916666901165,0.360281
491,162.14291666665758,-10.553750000233947,0.148221
492,162.12374999999065,-10.524583333566682,0.522988
493,162.0262499999908,-10.50541666689952,1.4138
494,162.10958333332417,-10.50541666689952,1.21754
495,162.03999999999087,-10.504583336694509,0.492689
496,150.03541666665797,-10.502083333566077,0.393314
497,161.96958333332418,-10.481666667585841,0.633641
498,150.5912499999913,-10.467916666898475,0.105794
499,150.56666666665785,-10.459583336701655,1.25901
500,161.85458333332429,-10.457083333565038,0.21287
501,161.86666666665747,-10.457083336701999,0.472004
502,149.9370833333246,-10.441250000231264,0.590061
503,149.88624999999138,-10.432916666897768,0.265784
504,149.95374999999126,-10.430416666897656,1.09759
505,150.49708333332455,-10.428750000230934,2.42103
506,150.45541666665804,-10.415416666897272,0.259046
507,161.73208333332423,-10.410416666897163,0.274951
508,150.42541666665818,-10.405416666896997,0.204261
509,161.71208333332436,-10.404583333563664,0.273905
510,150.37874999999156,-10.403750000230389,1.28362
511,149.85208333332457,-10.401250000230277,0.34462
512,150.34208333332492,-10.393750000230057,0.271353
513,161.69874999999092,-10.385416666896617,0.328274
514,149.82041666665816,-10.382083333563003,0.246155
515,161.6887499999907,-10.373750000229677,0.498908
516,150.34291666665786,-10.371250001997055,3.25448
517,149.7829166666579,-10.363750000229345,0.308072
518,161.6462499999909,-10.355833334240344,0.175917
519,123.66791666665927,-10.351250000229072,0.380131
520,149.75708333332477,-10.34958333356235,0.126891
521,150.5954166666579,-10.347916666895628,0.234456
522,150.62124999999162,-10.347083333562352,0.230383
523,161.42791666665744,-10.345833334239387,0.112135
524,149.63708333332488,-10.344583333562298,0.503973
525,161.64041666665753,-10.342916666895462,0.157246
526,149.6679166666579,-10.342083333562186,0.595452
527,149.68041666665795,-10.342083333562186,0.584035
528,150.34291666665786,-10.336250000228745,21.7306
529,161.353749999991,-10.335416666895298,1.57806
530,150.52416666665806,-10.332916670054203,0.164531
531,161.37874999999076,-10.333333334238148,0.146529
532,123.55208333332564,-10.332083333561968,0.634021
533,150.65958333332458,-10.331250000228579,0.143002
534,150.66791666665836,-10.328750000228581,0.124114
535,150.6804166666583,-10.323750000228415,0.119955
536,150.46791666665808,-10.322083333561693,0.27646
537,161.59041666665735,-10.317083333561527,0.292158
538,150.45541666665804,-10.316250000228194,0.70677
539,150.44374999999138,-10.30875000022803,17.1947
540,150.72749999999132,-10.305416670058207,0.602032
541,161.57708333332425,-10.302916666894419,1.02156
542,150.3995833333247,-10.302083333561143,1.21512
543,149.34374999999125,-10.299583333561145,0.609779
544,150.73458333332462,-10.297083333560977,0.188811
545,161.5637499999907,-10.295416666894255,0.146133
546,150.60874999999135,-10.280833334233137,0.428264
547,149.36624999999128,-10.279583333560652,0.815127
548,150.66541666665796,-10.276250000227208,0.261712
549,148.94958333332465,-10.268750000227044,0.390148
550,149.18291666665812,-10.262083333560327,0.603346
551,161.2812499999909,-10.26125000022688,0.13122
552,161.723749999991,-10.25708333356016,0.181715
553,120.3629166666592,-10.25375000022666,0.230181
554,124.02791666665917,-10.252916666893384,1.26514
555,161.7612499999907,-10.251250000226719,0.104468
556,150.56791666665788,-10.247916666893275,0.897191
557,148.8137499999914,-10.237916666892943,0.756066
558,150.5245833333247,-10.22875000022617,0.974938
559,150.50374999999121,-10.225416666892556,0.107444
560,161.43374999999082,-10.219583333559285,0.118772
561,150.48541666665812,-10.21458333355912,0.740231
562,161.32208333332437,-10.210416666892229,1.14996
563,123.41791666665938,-10.209583333558953,0.114853
564,150.42083333332482,-10.208750003405441,3.54702
565,148.47708333332457,-10.203750000225511,0.111917
566,150.35711968062355,-10.199061598066294,5.54993
567,120.72874999999271,-10.194583333558626,0.201695
568,123.52708333332612,-10.192916666891904,0.982196
569,148.52624999999125,-10.192083333558458,0.143739
570,148.38374999999132,-10.186250000225016,0.557619
571,120.1145833333261,-10.180416666891574,0.132665
572,124.38458333332562,-10.171250000224688,0.747167
573,150.28708333332452,-10.171250000224688,0.187895
574,124.2395833333261,-10.164583333557914,2.31806
575,150.28041666665808,-10.162916666891249,1.85937
576,123.5774999984385,-10.159999999914191,27.1144
577,151.19458333332454,-10.153750000224306,0.113402
578,120.76208333332579,-10.152083333557584,0.134247
579,151.2304166666579,-10.136250000223924,0.10229
580,150.2404166666579,-10.13458333355726,0.155611
581,148.03791666665825,-10.132083333557091,1.02562
